Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MA20,MA50,RSI,MACD,Signal_Line
2025-05-26 00:00:00+05:30,382.3812850692882,383.2753895851349,376.02317145697293,382.0335693359375,26722908,0.0,0.0,,,,0.0,0.0
2025-05-27 00:00:00+05:30,381.98388625922667,386.2557355388767,380.94076943820465,382.87799072265625,16859142,0.0,0.0,,,,0.018945351625120566,0.010525195347289204
2025-05-28 00:00:00+05:30,382.92767784083776,390.9249875686499,381.5865060003436,387.89495849609375,27549144,0.0,0.0,,,,0.1797160088285068,0.07986569267565706
2025-05-29 00:00:00+05:30,388.98774609078083,389.5341651677785,383.02700914963003,384.2688293457031,18562683,0.0,0.0,,,,0.11751326045981614,0.09261893379495213
2025-05-30 00:00:00+05:30,384.26883735303096,387.4479092483733,381.13945645729245,382.083251953125,23144580,0.0,0.0,,,,-0.005729886917663407,0.06336238313079949
2025-06-02 00:00:00+05:30,382.4806235036542,386.7028122046686,381.23880329747357,384.9642639160156,11943152,0.0,0.0,,,,0.043485728999428375,0.05797470474060652
2025-06-03 00:00:00+05:30,384.9642442298059,389.2360933934642,382.977332001523,383.47406005859375,18630318,0.0,0.0,,,,0.0067904104673175425,0.04502132533275533
2025-06-04 00:00:00+05:30,384.4675276488394,388.73937694000966,381.5865108954077,388.0439758300781,20648850,0.0,0.0,,,,0.19942021135943833,0.08212628111666252
2025-06-05 00:00:00+05:30,391.12372167953293,392.1171778887084,386.95119347384497,390.9250183105469,20746844,0.0,0.0,,,,0.4727174672837009,0.17235478285411512
2025-06-06 00:00:00+05:30,392.2661781416247,394.2530904986112,386.6531567967133,388.1433410644531,17366507,0.0,0.0,,,,0.5164273352525015,0.24944700797560962
2025-06-09 00:00:00+05:30,391.42171131406224,392.7131921430247,389.2360957227221,389.8818664550781,13744521,0.0,0.0,,,,0.6333912440126142,0.33345181298768495
2025-06-10 00:00:00+05:30,393.90536452034297,399.220361000523,392.1171555727477,394.7994689941406,26456073,0.0,0.0,,,,0.9806547905920979,0.47244386993225895
2025-06-11 00:00:00+05:30,395.64391496648386,395.64391496648386,388.0439814205334,390.32891845703125,18042738,0.0,0.0,,,,0.9726528361655369,0.5783054659677097
2025-06-12 00:00:00+05:30,390.22955571983164,393.16026343035384,383.0766897748686,384.8648986816406,15555771,0.0,0.0,,,53.30240829451685,0.6373568718998968,0.5906590641479071
2025-06-13 00:00:00+05:30,377.1656173411616,395.14717953176347,377.0166049837944,391.62042236328125,35564550,0.0,0.0,,,59.6596541808011,0.7772449525149909,0.6293371043805356
2025-06-16 00:00:00+05:30,393.5576508484238,401.85301582961904,391.6204295314417,401.207275390625,32061745,0.0,0.0,,,65.70212975105149,1.4550615110784975,0.7992650316574025
2025-06-17 00:00:00+05:30,403.14451824169424,404.833405927315,397.879212451263,399.12103271484375,24371681,0.0,0.0,,,60.125461742151074,1.82482773772972,1.009102697029762
2025-06-18 00:00:00+05:30,399.02164939654926,402.34973350267734,395.8922686439924,397.8791809082031,18879759,0.0,0.0,,,62.82770792274567,2.0073083223460912,1.212406212641639
2025-06-19 00:00:00+05:30,398.37590467335895,401.15756968607286,390.8753230840902,395.9419250488281,18220823,0.0,0.0,,,63.12317762140762,1.9988584071838318,1.371996591293529
2025-06-20 00:00:00+05:30,396.389021416201,407.3170395504822,395.14720117366903,405.5784912109375,122552435,0.0,0.0,390.2966369628906,,67.3060595175936,2.5963782474108825,1.619729083695804
2025-06-23 00:00:00+05:30,408.31051081525146,419.63590578158795,406.37325903824683,418.1457214355469,43017721,0.0,0.0,392.1022445678711,,74.54288347303573,3.858358550606795,2.0716229624428637
2025-06-24 00:00:00+05:30,423.6097113750074,423.709063057119,412.2843169254499,415.76141357421875,33807025,0.0,0.0,393.74641571044924,,70.24670689651329,4.629492889461233,2.5869997573816432
2025-06-25 00:00:00+05:30,417.5496027523511,417.6489544297447,402.34973596525816,403.3928527832031,29028317,0.0,0.0,394.5213104248047,,57.99868589633147,4.332365773902438,2.938145760832414
2025-06-26 00:00:00+05:30,406.2739133027358,411.19150315900634,404.1876492798288,407.4163818359375,25730795,0.0,0.0,395.6786880493164,,62.17060926373807,4.327063023389428,3.217247232780263
2025-06-27 00:00:00+05:30,407.81377282965167,414.07253480439306,406.8203166230021,411.78759765625,41398277,0.0,0.0,397.16390533447264,,63.38796020431268,4.575884648024385,3.4900051661671374
2025-06-30 00:00:00+05:30,413.92349194304427,420.2319444540981,411.53920328631233,418.74176025390625,20350621,0.0,0.0,398.8527801513672,,64.27722093358864,5.204251005984702,3.833893673369214
2025-07-01 00:00:00+05:30,422.02015685374556,433.14687776758603,421.3247557453027,429.4214172363281,35405785,0.0,0.0,401.15014801025393,,71.70431452256483,6.390020736693714,4.346358149106822
2025-07-02 00:00:00+05:30,428.22927401100026,429.91816164316157,419.8345874856437,424.1561279296875,22843521,0.0,0.0,402.95575561523435,,71.86289576240246,6.863630001714398,4.850788229305365
